assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
ARUK-UCL	UniProtKB:Q9NZ52	GGA3	PMID:17116753		GO:0006622	protein targeting to lysosome	IPI	UniProtKB:P46934	UniProtKB:Q9NZ52	PANTHER:PTHR45905	20201005	UniProtKB:Q13571|CL:0000451	NCBITaxon:9606
ARUK-UCL	UniProtKB:P46934	NEDD4	PMID:17116753		GO:0006622	protein targeting to lysosome	IPI	UniProtKB:Q9NZ52	UniProtKB:P46934	PANTHER:PTHR11254	20201005	UniProtKB:Q13571|CL:0000451	NCBITaxon:9606
ARUK-UCL	MGI:MGI:108046	Laptm5	PMID:18619870		GO:0006622	protein targeting to lysosome	IDA			PANTHER:PTHR12479	20201002	CL:0000912|UBERON:0002106	NCBITaxon:10090
ARUK-UCL	UniProtKB:P05107	ITGB2	PMID:18981141		GO:0090314	positive regulation of protein targeting to membrane	NAS		UniProtKB:P05107	PANTHER:PTHR10082	20210429	UBERON:0001891|CL:0000125|GO:0033554|UniProtKB:P14598	NCBITaxon:9606
ARUK-UCL	MGI:MGI:96607	Itgam	PMID:18981141		GO:0090314	positive regulation of protein targeting to membrane	IMP			PANTHER:PTHR23220	20210429	UBERON:0001891|CL:0000125|GO:0033554|UniProtKB:Q09014	NCBITaxon:10090
ARUK-UCL	MGI:MGI:95602	Fyn	PMID:22820466		GO:0090314	positive regulation of protein targeting to membrane	IGI	UniProtKB:P04925		PANTHER:PTHR24418	20230517	CL:0010012|GO:1904645|UniProtKB:Q01097|GO:0098703	NCBITaxon:10090
ARUK-UCL	MGI:MGI:97769	Prnp	PMID:22820466		GO:0090314	positive regulation of protein targeting to membrane	IGI	UniProtKB:P39688		PANTHER:PTHR15506	20230517	CL:0010012|GO:1904645|UniProtKB:Q01097|GO:0098703	NCBITaxon:10090
ARUK-UCL	UniProtKB:Q14108	SCARB2	PMID:25202012		GO:0006622	protein targeting to lysosome	NAS		UniProtKB:Q14108	PANTHER:PTHR11923	20181031	UniProtKB:P04062|GO:0005783	NCBITaxon:9606
ARUK-UCL	UniProtKB:P10909	CLU	PMID:9228033		GO:0061740	protein targeting to lysosome involved in chaperone-mediated autophagy	IDA		UniProtKB:P10909	PANTHER:PTHR10970	20210415	UniProtKB:P05067-PRO_0000000093	NCBITaxon:9606
AgBase	MGI:MGI:95403	Stom	PMID:25262680		GO:0090314	positive regulation of protein targeting to membrane	IMP			PANTHER:PTHR10264	20150120	UniProtKB:Q9WMX2-PRO_0000037552	NCBITaxon:10090
