assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
ARUK-UCL	MGI:MGI:1924375	Il33	PMID:26936882		GO:0010628	positive regulation of gene expression	IDA			PANTHER:PTHR21114	20200319	UniProtKB:P42082|GO:0010560|CL:0002476	NCBITaxon:10090
ARUK-UCL	MGI:MGI:1924375	Il33	PMID:26936882		GO:0010628	positive regulation of gene expression	IDA			PANTHER:PTHR21114	20200319	UniProtKB:Q00609|GO:0010560|CL:0002476	NCBITaxon:10090
DIBU	RNAcentral:URS000037C5A8_9606	URS000037C5A8_9606	PMID:27785072		GO:0010629	negative regulation of gene expression	IDA				20211118	UniProtKB:P08670|GO:0010719|ENSEMBL:ENSG00000115414|UniProtKB:P02751|GO:0010561|GO:0010719	NCBITaxon:9606
ARUK-UCL	MGI:MGI:95602	Fyn	PMID:27525436		GO:0035556	intracellular signal transduction	IMP			PANTHER:PTHR24418	20241228	UniProtKB:Q9JHI8|UBERON:0000948|GO:0010730	NCBITaxon:10090
ARUK-UCL	RGD:2641	Fyn	PMID:27525436|RGD:13601987		GO:0035556	intracellular signal transduction	IMP			PANTHER:PTHR24418	20241228	UniProtKB:Q924V1|CL:0000746|GO:0010730	NCBITaxon:10116
SGD	SGD:S000002885	SNF1	PMID:38224949		GO:0004679	AMP-activated protein kinase activity	IDA		UniProtKB:P06782	PANTHER:PTHR24343	20240412	SGD:S000002424|GO:0010920	NCBITaxon:559292
BHF-UCL	UniProtKB:Q99684	GFI1	PMID:15947108		GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	IDA		UniProtKB:Q99684	PANTHER:PTHR24404	20250208	UniProtKB:O15528|GO:0010957	NCBITaxon:9606
BHF-UCL	UniProtKB:Q99684	GFI1	PMID:15947108		GO:0000122	negative regulation of transcription by RNA polymerase II	IDA		UniProtKB:Q99684	PANTHER:PTHR24404	20250208	UniProtKB:O15528|GO:0010957	NCBITaxon:9606
BHF-UCL	MGI:MGI:95284	Edn2	PMID:9492062		GO:0086100	endothelin receptor signaling pathway	IDA			PANTHER:PTHR13874	20250306	GO:0031394	NCBITaxon:10090
BHF-UCL	UniProtKB:P20800	EDN2	PMID:9492062		GO:0086100	endothelin receptor signaling pathway	IDA		UniProtKB:P20800	PANTHER:PTHR13874	20250306	GO:0031394	NCBITaxon:9606
BHF-UCL	UniProtKB:P05305	EDN1	PMID:9492062		GO:0086100	endothelin receptor signaling pathway	IDA		UniProtKB:P05305	PANTHER:PTHR13874	20250306	GO:0031394	NCBITaxon:9606
ARUK-UCL	UniProtKB:P19784	CSNK2A2	PMID:28031292		GO:0004674	protein serine/threonine kinase activity	IGI	UniProtKB:P67870|UniProtKB:P68400	UniProtKB:P19784	PANTHER:PTHR24054	20240324	UniProtKB:P25686-1|UniProtKB:P25686-2|UniProtKB:P25686|GO:0032435	NCBITaxon:9606
ARUK-UCL	UniProtKB:P19784	CSNK2A2	PMID:28031292		GO:0005515	protein binding	IPI	UniProtKB:P25686	UniProtKB:P19784	PANTHER:PTHR24054	20240324	GO:0032435	NCBITaxon:9606
ARUK-UCL	UniProtKB:P68400	CSNK2A1	PMID:28031292		GO:0004674	protein serine/threonine kinase activity	IGI	UniProtKB:P19784|UniProtKB:P67870	UniProtKB:P68400	PANTHER:PTHR24054	20240324	UniProtKB:P25686-1|UniProtKB:P25686-2|UniProtKB:P25686|GO:0032435	NCBITaxon:9606
ARUK-UCL	UniProtKB:P68400	CSNK2A1	PMID:28031292		GO:0005515	protein binding	IPI	UniProtKB:P25686	UniProtKB:P68400	PANTHER:PTHR24054	20240324	GO:0032435	NCBITaxon:9606
FlyBase	FB:FBgn0287633	lncRNA:Vinr	PMID:31917956		GO:0005515	protein binding	IPI	FB:FBgn0287633			20240425	FB:FBgn0031114|GO:0002760|GO:0032435|UniProtKB:O36966|GO:0009597	NCBITaxon:7227
FlyBase	FB:FBgn0262452	mir-79	PMID:36222503		GO:1903231	mRNA base-pairing post-transcriptional repressor activity	IDA				20230307	FB:FBgn0036897|GO:0046330|GO:0032435	NCBITaxon:7227
FlyBase	FB:FBgn0262386	mir-306	PMID:36222503		GO:1903231	mRNA base-pairing post-transcriptional repressor activity	IDA				20230307	FB:FBgn0036897|GO:0046330|GO:0032435	NCBITaxon:7227
