term	file	line
GO:0004865	interpro2go	InterPro:IPR011107 Type 1 protein phosphatase inhibitor > GO:protein serine/threonine phosphatase inhibitor activity ; GO:0004865
GO:0004865	interpro2go	InterPro:IPR026716 PABIR1/2/3 > GO:protein serine/threonine phosphatase inhibitor activity ; GO:0004865
GO:0004865	uniprotkb_kw2go	UniProtKB-KW:KW-1126 Modulation of host PP1 activity by virus > GO:protein serine/threonine phosphatase inhibitor activity ; GO:0004865
GO:0004865	unirule2go	UniRule:UR001478803 > GO:protein serine/threonine phosphatase inhibitor activity ; GO:0004865
GO:0004867	interpro2go	InterPro:IPR000215 Serpin family > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR000240 Serpin B9/maspin > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR000429 Proteinase inhibitor I14, hirudin > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR000691 Proteinase inhibitor I16, Streptomyces subtilisin-type inhibitor > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR000737 Proteinase inhibitor I7, squash > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR000864 Proteinase inhibitor I13, potato inhibitor I > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR000877 Proteinase inhibitor I12, Bowman-Birk > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR001239 Proteinase inhibitor I1, Kazal-type, metazoa > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR002223 Pancreatic trypsin inhibitor Kunitz domain > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR002411 Cereal allergen/alpha-amylase inhibitor, rice type > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR003465 Proteinase inhibitor I20 > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR004094 Antistasin-like domain > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR005658 Proteinase inhibitor I11, ecotin > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
GO:0004867	interpro2go	InterPro:IPR006105 Cereal seed allergen/trypsin and alpha-amylase inhibitor, conserved site > GO:serine-type endopeptidase inhibitor activity ; GO:0004867
