assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
FlyBase	FB:FBgn0004569	aos	PMID:15329724		GO:0005515	protein binding	IPI	FB:FBgn0005672	FB:FBgn0004569		20180618	GO:0007175	NCBITaxon:7227
MGI	MGI:MGI:1922917	Tmem225	PMID:25605614		GO:0004864	protein phosphatase inhibitor activity	IDA		MGI:MGI:1922917	PANTHER:PTHR36477	20220819	GO:0010923	NCBITaxon:10090
ARUK-UCL	RNAcentral:URS000003FD55_9606	hsa-miR-339-5p	PMID:24352696		GO:0003730	mRNA 3'-UTR binding	IDA				20200720	GO:0035195|GO:1902430|GO:0010951|UniProtKB:P56817|UBERON:0006238	NCBITaxon:9606
ARUK-UCL	RNAcentral:URS000003FD55_9606	hsa-miR-339-5p	PMID:24352696		GO:1903231	mRNA base-pairing post-transcriptional repressor activity	IDA				20200720	GO:1902430|GO:0010951|UniProtKB:P56817|UBERON:0006238	NCBITaxon:9606
ARUK-UCL	RNAcentral:URS000003FD55_9606	hsa-miR-339-5p	PMID:24352696		GO:0035195	miRNA-mediated post-transcriptional gene silencing	IDA				20200720	GO:1902430|GO:0010951|UniProtKB:P56817|UBERON:0006238	NCBITaxon:9606
ARUK-UCL	UniProtKB:P60709	ACTB	PMID:18331289		GO:0051621	regulation of norepinephrine uptake	IGI	UniProtKB:P37840	UniProtKB:P60709	PANTHER:PTHR11937	20180515	GO:0022898	NCBITaxon:9606
ARUK-UCL	UniProtKB:P37840	SNCA	PMID:18331289		GO:0051621	regulation of norepinephrine uptake	IGI	UniProtKB:P60709	UniProtKB:P37840	PANTHER:PTHR13820	20180515	GO:0022898	NCBITaxon:9606
ARUK-UCL	RGD:628837	Actb	PMID:18331289		GO:0051621	regulation of norepinephrine uptake	IGI	UniProtKB:P37840	RGD:628837	PANTHER:PTHR11937	20180515	GO:0022898|CL:0000540|UBERON:0002148	NCBITaxon:10116
ARUK-UCL	RGD:628837	Actb	PMID:18331289		GO:0051621	regulation of norepinephrine uptake	IMP		RGD:628837	PANTHER:PTHR11937	20180515	GO:0022898|CL:0000540|UBERON:0001870	NCBITaxon:10116
UniProt	UniProtKB:Q96RT1	ERBIN	PMID:16203728		GO:0070433	negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	IMP		UniProtKB:Q96RT1	PANTHER:PTHR45752	20151117	GO:0032495|GO:0032088	NCBITaxon:9606
ARUK-UCL	RNAcentral:URS00002E857A_9606	hsa-miR-451a	PMID:18645025		GO:0035195	miRNA-mediated post-transcriptional gene silencing	IDA				20230630	UniProtKB:P08183|GO:0032410|GO:1905700	NCBITaxon:9606
ARUK-UCL	RNAcentral:URS000021202F_9606	hsa-miR-508-5p	PMID:23893241		GO:0035195	miRNA-mediated post-transcriptional gene silencing	IDA				20210210	UniProtKB:P08183|GO:0032410|GO:1905700	NCBITaxon:9606
ARUK-UCL	RNAcentral:URS00004C9052_9606	hsa-miR-133a-3p	PMID:25714665		GO:0035195	miRNA-mediated post-transcriptional gene silencing	IDA				20211104	UniProtKB:P33527|GO:0032410|GO:1905700	NCBITaxon:9606
ARUK-UCL	RNAcentral:URS00000A939F_9606	hsa-miR-326	PMID:25714665		GO:0035195	miRNA-mediated post-transcriptional gene silencing	IDA				20211104	UniProtKB:P33527|GO:0032410|GO:1905700	NCBITaxon:9606
