assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
AgBase	UniProtKB:P27958	P27958	PMID:11922617		GO:0032780	negative regulation of ATP-dependent activity	IDA		UniProtKB:P27958-PRO_0000037577		20141112	UniProtKB:Q14240	NCBITaxon:63746
AgBase	UniProtKB:Q14240	EIF4A2	PMID:11922617		GO:1900260	negative regulation of RNA-dependent RNA polymerase activity	IDA		UniProtKB:Q14240	PANTHER:PTHR24031	20141112	UniProtKB:P27958-PRO_0000037577	NCBITaxon:9606
AgBase	UniProtKB:O92611	DBP	PMID:12054518		GO:1902800	positive regulation of phosphodiesterase I activity	IMP				20160512	UniProtKB:Q87066	NCBITaxon:10345
AgBase	UniProtKB:P27958	P27958	PMID:12610133		GO:0033673	negative regulation of kinase activity	IMP		UniProtKB:P27958-PRO_0000037570		20141207	UniProtKB:Q9Z2B5	NCBITaxon:63746
AgBase	UniProtKB:H0YPZ4	DRD1	PMID:12853427		GO:2000481	positive regulation of cAMP-dependent protein kinase activity	IMP				20151030	CL:1001474|UBERON:0002420	NCBITaxon:59729
AgBase	UniProtKB:H0YPZ4	DRD1	PMID:12853427		GO:1904782	negative regulation of NMDA glutamate receptor activity	IMP				20151112	CL:1001474|UBERON:0002420	NCBITaxon:59729
AgBase	UniProtKB:Q9W734	SMAD6	PMID:12919880		GO:0010693	negative regulation of alkaline phosphatase activity	IMP		UniProtKB:Q9W734	PANTHER:PTHR13703	20150201		NCBITaxon:9031
AgBase	UniProtKB:P05019	IGF1	PMID:15059951		GO:2000679	positive regulation of transcription regulatory region DNA binding	IDA		UniProtKB:P05019	PANTHER:PTHR46845	20150710	UniProtKB:O97894|UniProtKB:I3LUZ9	NCBITaxon:9606
AgBase	UniProtKB:Q00944	PTK2	PMID:15340073		GO:0032092	positive regulation of protein binding	IMP		UniProtKB:Q00944	PANTHER:PTHR24418	20160113		NCBITaxon:9031
AgBase	UniProtKB:Q00944	PTK2	PMID:15340073		GO:0061098	positive regulation of protein tyrosine kinase activity	IMP		UniProtKB:Q00944	PANTHER:PTHR24418	20160113		NCBITaxon:9031
AgBase	UniProtKB:Q90ZK6	ACVR1	PMID:15766759		GO:0010694	positive regulation of alkaline phosphatase activity	IMP		UniProtKB:Q90ZK6	PANTHER:PTHR23255	20090211		NCBITaxon:9031
AgBase	UniProtKB:Q06900	ChALK5	PMID:15766759	not	GO:0010692	regulation of alkaline phosphatase activity	IMP		UniProtKB:Q06900	PANTHER:PTHR23255	20090210		NCBITaxon:9031
AgBase	UniProtKB:Q9YHU8	Q9YHU8	PMID:15767302		GO:1903407	negative regulation of P-type sodium:potassium-exchanging transporter activity	IDA				20160311	UBERON:0009120|CL:0005006	NCBITaxon:8030
AgBase	UniProtKB:O93460	O93460	PMID:15767302		GO:1903407	negative regulation of P-type sodium:potassium-exchanging transporter activity	IDA				20160311	UBERON:0009120|UBERON:2000211|CL:0005006	NCBITaxon:8030
AgBase	UniProtKB:P27958	P27958	PMID:16033967		GO:0010694	positive regulation of alkaline phosphatase activity	IDA		UniProtKB:P27958-PRO_0000037573		20160318		NCBITaxon:63746
AgBase	UniProtKB:Q76IQ4	ghrl	PMID:16614381		GO:1901671	positive regulation of superoxide dismutase activity	IDA				20150201	CL:0000234	NCBITaxon:8022
AgBase	UniProtKB:Q76IQ4	ghrl	PMID:16614381		GO:1901671	positive regulation of superoxide dismutase activity	IDA		UniProtKB:Q76IQ4-2		20150201	CL:0000234	NCBITaxon:8022
AgBase	UniProtKB:A8CGH5	GHS-R	PMID:16614381		GO:1901671	positive regulation of superoxide dismutase activity	IMP				20150201	CL:0000234	NCBITaxon:8022
AgBase	UniProtKB:A8CGH3	GHS-R	PMID:16614381		GO:1901671	positive regulation of superoxide dismutase activity	IMP				20150201	CL:0000234	NCBITaxon:8022
AgBase	UniProtKB:A8CGH2	GHS-R	PMID:16614381		GO:1901671	positive regulation of superoxide dismutase activity	IMP				20150201	CL:0000234	NCBITaxon:8022
AgBase	UniProtKB:A8CGH1	GHS-R	PMID:16614381		GO:1901671	positive regulation of superoxide dismutase activity	IMP				20150201	CL:0000234	NCBITaxon:8022
AgBase	UniProtKB:P09538	gh1	PMID:16614381		GO:1901671	positive regulation of superoxide dismutase activity	IMP				20150201	CL:0000234	NCBITaxon:8022
AgBase	UniProtKB:A8R5N8	A8R5N8	PMID:16614381		GO:1901671	positive regulation of superoxide dismutase activity	IDA				20150201	CL:0000234	NCBITaxon:8018
AgBase	UniProtKB:P20332	gh2	PMID:16614381		GO:1901671	positive regulation of superoxide dismutase activity	IMP				20150201	CL:0000234	NCBITaxon:8022
AgBase	UniProtKB:P28958	18	PMID:16775312		GO:1900264	positive regulation of DNA-directed DNA polymerase activity	IDA				20160611	UniProtKB:P28858	NCBITaxon:31520
AgBase	UniProtKB:Q679P3	PDLIM7	PMID:16880269		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA		UniProtKB:Q679P3	PANTHER:PTHR24214	20151214		NCBITaxon:9031
AgBase	UniProtKB:Q80IW5	L-meq	PMID:17622612		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA				20080915		NCBITaxon:10390
AgBase	UniProtKB:A7TUG5	AT1	PMID:17715150		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA				20110307		NCBITaxon:3635
AgBase	UniProtKB:Q679P3	PDLIM7	PMID:18160705		GO:0043433	negative regulation of DNA-binding transcription factor activity	IDA		UniProtKB:Q679P3	PANTHER:PTHR24214	20151215		NCBITaxon:9031
AgBase	UniProtKB:Q703P0	CRH	PMID:18786646	not	GO:0051341	regulation of oxidoreductase activity	IDA		UniProtKB:Q703P0	PANTHER:PTHR15035	20130312		NCBITaxon:9031
AgBase	UniProtKB:Q703P0	CRH	PMID:18786646	not	GO:2000983	regulation of ATP citrate synthase activity	IDA		UniProtKB:Q703P0	PANTHER:PTHR15035	20130312		NCBITaxon:9031
AgBase	UniProtKB:Q98938	IHH	PMID:19252479		GO:0010694	positive regulation of alkaline phosphatase activity	IMP		UniProtKB:Q98938	PANTHER:PTHR11889	20150522	UBERON:0010328	NCBITaxon:9031
AgBase	UniProtKB:D1GEL4	LOC100316613	PMID:19576240		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP				20150109		NCBITaxon:8030
AgBase	UniProtKB:C7C1L6	mavs	PMID:19576240		GO:0051092	positive regulation of NF-kappaB transcription factor activity	IMP				20150109		NCBITaxon:8030
