assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
MGI	MGI:MGI:1277961	Plec	PMID:12200133		GO:0005515	protein binding	IPI	UniProtKB:P70451		PANTHER:PTHR23169	20210415	GO:0006469	NCBITaxon:10090
MGI	MGI:MGI:1917097	Wnk4	PMID:30765526		GO:0031404	chloride ion binding	IMP	MGI:MGI:6414871		PANTHER:PTHR13902	20220323	GO:0006469	NCBITaxon:10090
FlyBase	FB:FBgn0000206	boss	PMID:7680109|FB:FBrf0059124		GO:0005118	sevenless binding	IDA			PANTHER:PTHR24060	20180525	GO:0045500|GO:0007171|FB:FBgn0003366	NCBITaxon:7227
FlyBase	FB:FBgn0004569	aos	PMID:15329724|FB:FBrf0179757		GO:0005515	protein binding	IPI	FB:FBgn0005672			20180618	GO:0007175	NCBITaxon:7227
UniProt	MGI:MGI:1349392	Macroh2a1	PMID:28991266		GO:0160002	ADP-D-ribose modification-dependent protein binding	IDA		PR:Q9QZQ8-2	PANTHER:PTHR23430	20220518	UniProtKB:P11103|GO:0010836	NCBITaxon:10090
MGI	MGI:MGI:1922917	Tmem225	PMID:25605614		GO:0004864	protein phosphatase inhibitor activity	IDA			PANTHER:PTHR36477	20220819	GO:0010923	NCBITaxon:10090
ARUK-UCL	RNAcentral:URS000003FD55_9606	URS000003FD55_9606	PMID:24352696		GO:0003730	mRNA 3'-UTR binding	IDA				20200720	GO:0035195|GO:1902430|GO:0010951|UniProtKB:P56817|UBERON:0006238	NCBITaxon:9606
ARUK-UCL	RNAcentral:URS000003FD55_9606	URS000003FD55_9606	PMID:24352696		GO:1903231	mRNA base-pairing translational repressor activity	IDA				20200720	GO:1902430|GO:0010951|UniProtKB:P56817|UBERON:0006238	NCBITaxon:9606
ARUK-UCL	RNAcentral:URS000003FD55_9606	URS000003FD55_9606	PMID:24352696		GO:0035195	miRNA-mediated post-transcriptional gene silencing	IDA				20200720	GO:1902430|GO:0010951|UniProtKB:P56817|UBERON:0006238	NCBITaxon:9606
ARUK-UCL	UniProtKB:P60709	ACTB	PMID:18331289		GO:0051621	regulation of norepinephrine uptake	IGI	UniProtKB:P37840	UniProtKB:P60709	PANTHER:PTHR11937	20180515	GO:0022898	NCBITaxon:9606
ARUK-UCL	UniProtKB:P37840	SNCA	PMID:18331289		GO:0051621	regulation of norepinephrine uptake	IGI	UniProtKB:P60709	UniProtKB:P37840	PANTHER:PTHR13820	20180515	GO:0022898	NCBITaxon:9606
ARUK-UCL	RGD:628837	Actb	PMID:18331289|RGD:13601986		GO:0051621	regulation of norepinephrine uptake	IGI	UniProtKB:P37840		PANTHER:PTHR11937	20180515	GO:0022898|CL:0000540|UBERON:0002148	NCBITaxon:10116
ARUK-UCL	RGD:628837	Actb	PMID:18331289|RGD:13601986		GO:0051621	regulation of norepinephrine uptake	IMP			PANTHER:PTHR11937	20180515	GO:0022898|CL:0000540|UBERON:0001870	NCBITaxon:10116
UniProt	UniProtKB:Q96RT1	ERBIN	PMID:16203728		GO:0070433	negative regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	IMP		UniProtKB:Q96RT1	PANTHER:PTHR45752	20151117	GO:0032495|GO:0032088	NCBITaxon:9606
ARUK-UCL	UniProtKB:P31749	AKT1	PMID:18292230		GO:0031397	negative regulation of protein ubiquitination	IMP		UniProtKB:P31749	PANTHER:PTHR24356	20180201	UniProtKB:Q9UNE7|GO:0032091	NCBITaxon:9606
UniProt	UniProtKB:P62805	H4C1	PMID:22368283		GO:0005515	protein binding	IPI	UniProtKB:Q9NWS0	UniProtKB:P62805	PANTHER:PTHR10484	20230106	GO:0032092|GO:1902661|GO:1901838	NCBITaxon:9606
UniProt	UniProtKB:P62805	H4C1	PMID:22368283		GO:0005515	protein binding	IPI	UniProtKB:Q9UIF9	UniProtKB:P62805	PANTHER:PTHR10484	20151026	GO:0032092|GO:1902661|GO:1901838	NCBITaxon:9606
UniProt	UniProtKB:Q9NWS0	PIH1D1	PMID:22368283		GO:0042393	histone binding	IPI	UniProtKB:P62805	UniProtKB:Q9NWS0	PANTHER:PTHR22997	20151026	GO:0032092|GO:1902661|GO:1901838	NCBITaxon:9606
