term	file	line
GO:0008411	metacyc2go	MetaCyc:RXN-8889 > GO:4-hydroxybutyrate CoA-transferase activity ; GO:0008411
GO:0016217	metacyc2go	MetaCyc:R465-RXN > GO:N-ethylammeline chlorohydrolase activity ; GO:0016217
GO:0018711	metacyc2go	MetaCyc:RXN-2006 > GO:benzoyl acetate-CoA thiolase activity ; GO:0018711
GO:0018711	um-bbd_reactionid2go	UM-BBD_reactionID:r0243 > GO:benzoyl acetate-CoA thiolase activity ; GO:0018711
GO:0018712	metacyc2go	MetaCyc:R7-RXN > GO:3-hydroxybutyryl-CoA thiolase activity ; GO:0018712
GO:0018712	um-bbd_reactionid2go	UM-BBD_reactionID:r0010 > GO:3-hydroxybutyryl-CoA thiolase activity ; GO:0018712
GO:0018713	metacyc2go	MetaCyc:RXN-8032 > GO:3-ketopimelyl-CoA thiolase activity ; GO:0018713
GO:0018713	um-bbd_reactionid2go	UM-BBD_reactionID:r0197 > GO:3-ketopimelyl-CoA thiolase activity ; GO:0018713
GO:0018755	um-bbd_reactionid2go	UM-BBD_reactionID:r1414 > GO:2-chloro-4-hydroxy-6-amino-1,3,5-triazine aminohydrolase activity ; GO:0018755
GO:0018815	metacyc2go	MetaCyc:RXN-645 > GO:3-methyl-5-hydroxy-6-(3-carboxy-3-oxopropenyl)-1H-2-pyridon hydratase-aldolase activity ; GO:0018815
GO:0018815	um-bbd_reactionid2go	UM-BBD_reactionID:r0051 > GO:3-methyl-5-hydroxy-6-(3-carboxy-3-oxopropenyl)-1H-2-pyridon hydratase-aldolase activity ; GO:0018815
GO:0018856	kegg_reaction2go	KEGG_REACTION:R05452 > GO:benzoyl acetate-CoA ligase activity ; GO:0018856
GO:0018856	um-bbd_reactionid2go	UM-BBD_reactionID:r0242 > GO:benzoyl acetate-CoA ligase activity ; GO:0018856
GO:0034557	metacyc2go	MetaCyc:RXN-8848 > GO:2-hydroxylaminobenzoate reductase activity ; GO:0034557
GO:0034557	um-bbd_reactionid2go	UM-BBD_reactionID:r0850 > GO:2-hydroxylaminobenzoate reductase activity ; GO:0034557
GO:0043908	hamap2go	HAMAP:MF_00518 > GO:Ser(Gly)-tRNA(Ala) hydrolase activity ; GO:0043908
GO:0043908	unirule2go	UniRule:UR000094068 > GO:Ser(Gly)-tRNA(Ala) hydrolase activity ; GO:0043908
GO:0043910	metacyc2go	MetaCyc:RXN-9385 > GO:ATP:coenzyme F420 adenylyltransferase activity ; GO:0043910
