term	file	line
GO:0009107	interpro2go	InterPro:IPR003698 Lipoyl synthase > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	interpro2go	InterPro:IPR024897 Octanoyltransferase LipL > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	interpro2go	InterPro:IPR024898 Octanoyltransferase LipM > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	interpro2go	InterPro:IPR027526 Lipoyl synthase, chloroplastic > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	interpro2go	InterPro:IPR027527 Lipoyl synthase, mitochondrial > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	unirule2go	UniRule:UR000080080 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	unirule2go	UniRule:UR000112906 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	unirule2go	UniRule:UR000159987 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	unirule2go	UniRule:UR000375959 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	unirule2go	UniRule:UR000376419 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	unirule2go	UniRule:UR000376665 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	hamap2go	HAMAP:MF_00206 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	hamap2go	HAMAP:MF_02118 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	hamap2go	HAMAP:MF_02119 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	hamap2go	HAMAP:MF_03123 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	hamap2go	HAMAP:MF_03128 > GO:lipoate biosynthetic process ; GO:0009107
GO:0009107	hamap2go	HAMAP:MF_03129 > GO:lipoate biosynthetic process ; GO:0009107
