assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
UniProt	SGD:S000002741	RQC1	PMID:27129255		GO:0030674	protein-macromolecule adaptor activity	IDA		UniProtKB:Q05468	PANTHER:PTHR22684	20230301	GO:0031593|GO:0072344|GO:1990116|SGD:S000002284	NCBITaxon:559292
UniProt	UniProtKB:P19474	TRIM21	PMID:37816088		GO:0061630	ubiquitin protein ligase activity	IDA		UniProtKB:P19474	PANTHER:PTHR24103	20231026	GO:0070534|GO:0001228|UniProtKB:P55072|GO:0036435	NCBITaxon:9606
UniProt	UniProtKB:Q8NCN4	RNF169	PMID:22492721		GO:0061649	ubiquitin-modified histone reader activity	IDA		UniProtKB:Q8NCN4	PANTHER:PTHR23328	20211118	GO:0000724|GO:0035861|GO:0061649	NCBITaxon:9606
UniProt	UniProtKB:Q13627	DYRK1A	PMID:30773093		GO:0106310	protein serine kinase activity	IDA		UniProtKB:Q13627	PANTHER:PTHR24058	20211118	UniProtKB:Q8NCN4|GO:0061649	NCBITaxon:9606
UniProt	UniProtKB:B7UI22	nleE	PMID:22158122		GO:0106363	protein-cysteine methyltransferase activity	IDA				20210218	GO:0085034|UniProtKB:Q9NYJ8|UniProtKB:Q8N5C8|GO:0070530	NCBITaxon:574521
UniProt	SGD:S000002674	HEL2	PMID:30609991		GO:0061630	ubiquitin protein ligase activity	IDA		UniProtKB:Q05580	PANTHER:PTHR22938	20230214	SGD:S000005040|GO:0070534|GO:0070966|GO:0022626|SGD:S000005622|GO:0070530	NCBITaxon:559292
UniProt	UniProtKB:Q12888	TP53BP1	PMID:27153538		GO:0140566	histone reader activity	IDA		UniProtKB:Q12888	PANTHER:PTHR15321	20230915	GO:0097680|GO:0035861|GO:0140031	NCBITaxon:9606
UniProt	MGI:MGI:1920501	Setd7	PMID:35210392		GO:0016279	protein-lysine N-methyltransferase activity	IDA			PANTHER:PTHR46820	20220525	GO:0006282|GO:0003950|GO:0160004|GO:0003950|MGI:MGI:1340806|GO:0140034	NCBITaxon:10090
UniProt	UniProtKB:P09874	PARP1	PMID:34874266		GO:0140816	NAD+-histone H2BS6 serine ADP-ribosyltransferase activity	IDA		UniProtKB:P09874	PANTHER:PTHR10459	20220518	GO:0006281|GO:0071168|GO:0090734|GO:0160004	NCBITaxon:9606
UniProt	UniProtKB:P09874	PARP1	PMID:34874266		GO:0140817	NAD+-histone H3S10 serine ADP-ribosyltransferase activity	IDA		UniProtKB:P09874	PANTHER:PTHR10459	20220518	GO:0006281|GO:0071168|GO:0090734|GO:0160004	NCBITaxon:9606
UniProt	MGI:MGI:1919202	Riox1	PMID:35210392		GO:0016706	2-oxoglutarate-dependent dioxygenase activity	IDA			PANTHER:PTHR13096	20220525	GO:0006282|GO:0003950|MGI:MGI:2442261|GO:0160004	NCBITaxon:10090
UniProt	MGI:MGI:1922815	Sgf29	PMID:35210392		GO:0140034	methylation-dependent protein binding	IDA			PANTHER:PTHR21539	20220525	GO:0006282|GO:0003950|MGI:MGI:2442261|GO:0160004	NCBITaxon:10090
UniProt	MGI:MGI:1920501	Setd7	PMID:35210392		GO:0016279	protein-lysine N-methyltransferase activity	IDA			PANTHER:PTHR46820	20220525	GO:0006282|GO:0003950|GO:0160004|GO:0003950|MGI:MGI:1340806|GO:0140034	NCBITaxon:10090
