assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
MGI	RGD:3380	Ppp2ca	PMID:19029245		GO:0010469	regulation of signaling receptor activity	IMP			PANTHER:PTHR45619	20101202		NCBITaxon:10116
MGI	RGD:727786	Ppp2r5b	PMID:19029245		GO:0010469	regulation of signaling receptor activity	IMP			PANTHER:PTHR10257	20101202		NCBITaxon:10116
UniProt	UniProtKB:Q6EV79	FSHB	PMID:10612425		GO:0010469	regulation of signaling receptor activity	IDA				20180516		NCBITaxon:9541
UniProt	UniProtKB:Q9BEH3	CGA	PMID:10612425		GO:0010469	regulation of signaling receptor activity	IDA				20180516		NCBITaxon:9541
UniProt	MGI:MGI:99215	Zp3	PMID:10793136		GO:0010469	regulation of signaling receptor activity	IDA			PANTHER:PTHR11576	20171005		NCBITaxon:10090
UniProt	UniProtKB:Q945T0	RALF	PMID:11675511		GO:0010469	regulation of signaling receptor activity	IDA			PANTHER:PTHR33136	20180413		NCBITaxon:4097
UniProt	MGI:MGI:99215	Zp3	PMID:17258189		GO:0010469	regulation of signaling receptor activity	IMP			PANTHER:PTHR11576	20171005		NCBITaxon:10090
UniProt	UniProtKB:Q96F85	CNRIP1	PMID:17895407		GO:0010469	regulation of signaling receptor activity	IDA		UniProtKB:Q96F85-2	PANTHER:PTHR31952	20171024		NCBITaxon:9606
UniProt	UniProtKB:P01215	CGA	PMID:24692546		GO:0010469	regulation of signaling receptor activity	IDA		UniProtKB:P01215	PANTHER:PTHR11509	20180516		NCBITaxon:9606
UniProt	MGI:MGI:2444563	Tafa4	PMID:25109685		GO:0010469	regulation of signaling receptor activity	IDA			PANTHER:PTHR31770	20190208		NCBITaxon:10090
UniProt	MGI:MGI:2443695	Tafa1	PMID:29799787		GO:0010469	regulation of signaling receptor activity	IDA			PANTHER:PTHR31770	20190208		NCBITaxon:10090
ZFIN	ZFIN:ZDB-GENE-030131-6008	vps51	PMID:20816853		GO:0010517	regulation of phospholipase activity	IMP	ZFIN:ZDB-GENO-090216-1		PANTHER:PTHR15954	20110321		NCBITaxon:7955
UniProt	UniProtKB:Q15397	PUM3	PMID:21266351		GO:0010835	regulation of protein ADP-ribosylation	IMP		UniProtKB:Q15397	PANTHER:PTHR13389	20151116		NCBITaxon:9606
UniProt	UniProtKB:Q9NWY4	HPF1	PMID:33186521		GO:0010835	regulation of protein ADP-ribosylation	IDA		UniProtKB:Q9NWY4	PANTHER:PTHR13386	20201218		NCBITaxon:9606
UniProt	MGI:MGI:2147611	Spindoc	PMID:34737271		GO:0010835	regulation of protein ADP-ribosylation	IMP			PANTHER:PTHR34589	20220512		NCBITaxon:10090
UniProt	UniProtKB:Q9BUA3	SPINDOC	PMID:34737271		GO:0010835	regulation of protein ADP-ribosylation	IDA		UniProtKB:Q9BUA3	PANTHER:PTHR34589	20220512		NCBITaxon:9606
UniProt	UniProtKB:P0DW81	MARCHF6-DT	PMID:35219381		GO:0010835	regulation of protein ADP-ribosylation	IDA		UniProtKB:P0DW81		20220519		NCBITaxon:9606
UniProt	MGI:MGI:2145814	Ppif	PMID:19801635		GO:0010849	regulation of proton-transporting ATPase activity, rotational mechanism	IMP			PANTHER:PTHR11071	20121220		NCBITaxon:10090
UniProt	UniProtKB:Q96JB5	CDK5RAP3	PMID:21283629		GO:0010921	regulation of phosphatase activity	IMP		UniProtKB:Q96JB5	PANTHER:PTHR14894	20150824		NCBITaxon:9606
UniProt	MGI:MGI:1921138	Ppp1r42	PMID:21738792		GO:0010921	regulation of phosphatase activity	IDA			PANTHER:PTHR46652	20111102		NCBITaxon:10090
UniProt	MGI:MGI:1333876	Ppp1r17	PMID:9920894		GO:0010921	regulation of phosphatase activity	IDA			PANTHER:PTHR15387	20120209		NCBITaxon:10090
CAFA	RGD:2690	Gja1	PMID:15284189		GO:0022898	regulation of transmembrane transporter activity	IMP			PANTHER:PTHR11984	20161013		NCBITaxon:10116
TAIR	AGI_LocusCode:AT3G02880	KIN7	PMID:37146609|TAIR:Publication:501803240		GO:0022898	regulation of transmembrane transporter activity	IDA		TAIR:locus:2075502		20230627		NCBITaxon:3702
UniProt	UniProtKB:P11309	PIM1	PMID:18056989		GO:0022898	regulation of transmembrane transporter activity	IMP		UniProtKB:P11309	PANTHER:PTHR22984	20190828		NCBITaxon:9606
UniProt	UniProtKB:Q12797	ASPH	PMID:21062895		GO:0031585	regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity	IDA		UniProtKB:Q12797-2	PANTHER:PTHR12366	20120222		NCBITaxon:9606
UniProt	UniProtKB:P09429	HMGB1	PMID:17803946		GO:0032072	regulation of restriction endodeoxyribonuclease activity	IDA		UniProtKB:P09429	PANTHER:PTHR48112	20150730		NCBITaxon:9606
UniProt	AGI_LocusCode:AT2G26260	3BETAHSD/D2	PMID:22673766|TAIR:Publication:501750187		GO:0032409	regulation of transporter activity	IMP		TAIR:locus:2057786		20210331		NCBITaxon:3702
UniProt	UniProtKB:O43865	AHCYL1	PMID:16769890		GO:0032412	regulation of monoatomic ion transmembrane transporter activity	IMP		UniProtKB:O43865	PANTHER:PTHR23420	20150325		NCBITaxon:9606
MGI	RGD:3263	Pcbd1	PMID:1763325		GO:0043393	regulation of protein binding	IDA			PANTHER:PTHR12599	20190716		NCBITaxon:10116
UniProt	UniProtKB:Q14012	CAMK1	PMID:11114197		GO:0043393	regulation of protein binding	IDA		UniProtKB:Q14012	PANTHER:PTHR24347	20110913		NCBITaxon:9606
UniProt	UniProtKB:Q9H0C5	BTBD1	PMID:11179693		GO:0043393	regulation of protein binding	NAS		UniProtKB:Q9H0C5	PANTHER:PTHR45774	20111214		NCBITaxon:9606
UniProt	Xenbase:XB-GENE-6254429	mad2l2.S	PMID:11459825		GO:0043393	regulation of protein binding	IDA				20101213		NCBITaxon:8355
UniProt	UniProtKB:Q5SW96	LDLRAP1	PMID:15166224		GO:0043393	regulation of protein binding	IMP		UniProtKB:Q5SW96	PANTHER:PTHR11232	20050921		NCBITaxon:9606
UniProt	FB:FBgn0000658	fj	PMID:20434335		GO:0043393	regulation of protein binding	IDA			PANTHER:PTHR13147	20151118		NCBITaxon:7227
UniProt	UniProtKB:P54851	EMP2	PMID:18469192		GO:0043549	regulation of kinase activity	IDA		UniProtKB:P54851	PANTHER:PTHR10671	20141021		NCBITaxon:9606
UniProt	MGI:MGI:894762	Ldb1	PMID:19675209		GO:0043549	regulation of kinase activity	IDA			PANTHER:PTHR10378	20160211		NCBITaxon:10090
UniProt	MGI:MGI:894670	Ldb2	PMID:19675209		GO:0043549	regulation of kinase activity	IDA			PANTHER:PTHR10378	20160212		NCBITaxon:10090
UniProt	UniProtKB:Q86WI3	NLRC5	PMID:20434986		GO:0043549	regulation of kinase activity	IDA		UniProtKB:Q86WI3	PANTHER:PTHR24106	20100827		NCBITaxon:9606
UniProt	UniProtKB:P06400	RB1	PMID:16286473		GO:0043550	regulation of lipid kinase activity	IDA		UniProtKB:P06400	PANTHER:PTHR13742	20060717		NCBITaxon:9606
