assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
BHF-UCL	UniProtKB:Q07869	PPARA	PMID:19955185		GO:0045944	positive regulation of transcription by RNA polymerase II	IDA		UniProtKB:Q07869	PANTHER:PTHR24082	20191008	GO:0045820|GO:0010565|GO:0019217	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9Y618	NCOR2	PMID:19955185		GO:0000122	negative regulation of transcription by RNA polymerase II	IMP		UniProtKB:Q9Y618	PANTHER:PTHR13992	20191008	UniProtKB:P54868|GO:0010565	NCBITaxon:9606
BHF-UCL	UniProtKB:Q9UBN7	HDAC6	PMID:18606987		GO:0036479	peroxidase inhibitor activity	IMP		UniProtKB:Q9UBN7	PANTHER:PTHR10625	20241215	UniProtKB:Q06830|GO:0010727|UniProtKB:P32119|GO:0010727	NCBITaxon:9606
ARUK-UCL	UniProtKB:P16885	PLCG2	PMID:32514138		GO:0010628	positive regulation of gene expression	IMP		UniProtKB:P16885	PANTHER:PTHR10336	20210419	CL:0002629|UniProtKB:P02654|GO:0019216|GO:0071396	NCBITaxon:9606
ARUK-UCL	UniProtKB:P16885	PLCG2	PMID:32514138		GO:0010628	positive regulation of gene expression	IMP		UniProtKB:P16885	PANTHER:PTHR10336	20210419	CL:0002629|UniProtKB:P38571|GO:0019216|GO:0071396	NCBITaxon:9606
ARUK-UCL	UniProtKB:P16885	PLCG2	PMID:32514138		GO:0010628	positive regulation of gene expression	IMP		UniProtKB:P16885	PANTHER:PTHR10336	20210419	CL:0002629|UniProtKB:Q01469|GO:0019216|GO:0071396	NCBITaxon:9606
ARUK-UCL	UniProtKB:Q9NZC2	TREM2	PMID:32514138		GO:0010628	positive regulation of gene expression	IMP		UniProtKB:Q9NZC2	PANTHER:PTHR11860	20210419	CL:0002629|UniProtKB:P02654|GO:0019216|GO:0071396	NCBITaxon:9606
ARUK-UCL	UniProtKB:Q9NZC2	TREM2	PMID:32514138		GO:0010628	positive regulation of gene expression	IMP		UniProtKB:Q9NZC2	PANTHER:PTHR11860	20210419	CL:0002629|UniProtKB:P38571|GO:0019216|GO:0071396	NCBITaxon:9606
ARUK-UCL	UniProtKB:Q9NZC2	TREM2	PMID:32514138		GO:0010628	positive regulation of gene expression	IMP		UniProtKB:Q9NZC2	PANTHER:PTHR11860	20210419	CL:0002629|UniProtKB:Q01469|GO:0019216|GO:0071396	NCBITaxon:9606
UniProt	UniProtKB:O75367	MACROH2A1	PMID:25526730		GO:0045815	transcription initiation-coupled chromatin remodeling	IMP		UniProtKB:O75367	PANTHER:PTHR23430	20150223	GO:0019216	NCBITaxon:9606
