term	file	line
GO:0000951	metacyc2go	MetaCyc:PWY-5082 > GO:L-methionine catabolic process to 3-methylthiopropanol ; GO:0000951
GO:0010133	metacyc2go	MetaCyc:PROUT-PWY > GO:L-proline catabolic process to L-glutamate ; GO:0010133
GO:0010133	interpro2go	InterPro:IPR005931 Delta-1-pyrroline-5-carboxylate dehydrogenase > GO:L-proline catabolic process to L-glutamate ; GO:0010133
GO:0010133	interpro2go	InterPro:IPR008219 Proline dehydrogenase, bacteria and archaea > GO:L-proline catabolic process to L-glutamate ; GO:0010133
GO:0010133	interpro2go	InterPro:IPR025703 Bifunctional protein PutA > GO:L-proline catabolic process to L-glutamate ; GO:0010133
GO:0010133	unirule2go	UniRule:UR000172770 > GO:L-proline catabolic process to L-glutamate ; GO:0010133
GO:0010133	unirule2go	UniRule:UR000810763 > GO:L-proline catabolic process to L-glutamate ; GO:0010133
GO:0019444	metacyc2go	MetaCyc:TRPCAT-PWY > GO:L-tryptophan catabolic process to catechol ; GO:0019444
GO:0019445	metacyc2go	MetaCyc:TYRFUMCAT-PWY > GO:L-tyrosine catabolic process to fumarate ; GO:0019445
GO:0019450	hamap2go	HAMAP:MF_00868 > GO:L-cysteine catabolic process to pyruvate ; GO:0019450
GO:0019450	metacyc2go	MetaCyc:LCYSDEG-PWY > GO:L-cysteine catabolic process to pyruvate ; GO:0019450
GO:0019450	interpro2go	InterPro:IPR047586 L-cysteine desulfhydrase Cds1 > GO:L-cysteine catabolic process to pyruvate ; GO:0019450
GO:0019450	unirule2go	UniRule:UR001701049 > GO:L-cysteine catabolic process to pyruvate ; GO:0019450
GO:0019457	metacyc2go	MetaCyc:METHIONINE-DEG1-PWY > GO:L-methionine catabolic process to succinyl-CoA ; GO:0019457
GO:0019458	metacyc2go	MetaCyc:PWY-701 > GO:L-methionine catabolic process via 2-oxobutanoate ; GO:0019458
GO:0019473	metacyc2go	MetaCyc:LYSDEGII-PWY > GO:L-lysine catabolic process to glutarate, by acetylation ; GO:0019473
GO:0019474	metacyc2go	MetaCyc:PWY-5177 > GO:L-lysine catabolic process to acetyl-CoA ; GO:0019474
GO:0019479	metacyc2go	MetaCyc:ALACAT2-PWY > GO:L-alanine oxidation to D-lactate and ammonia ; GO:0019479
GO:0019480	metacyc2go	MetaCyc:ALADEG-PWY > GO:L-alanine oxidation to pyruvate via D-alanine ; GO:0019480
GO:0019481	metacyc2go	MetaCyc:ALANINE-DEG3-PWY > GO:L-alanine catabolic process, by transamination ; GO:0019481
GO:0019493	metacyc2go	MetaCyc:ARG-PRO-PWY > GO:L-arginine catabolic process to L-proline ; GO:0019493
