term	file	line
GO:0004857	interpro2go	InterPro:IPR006501 Pectinesterase inhibitor domain > GO:enzyme inhibitor activity ; GO:0004857
GO:0004857	interpro2go	InterPro:IPR007605 Microvirus lysis protein (E) > GO:enzyme inhibitor activity ; GO:0004857
GO:0004857	interpro2go	InterPro:IPR008404 Apovitellenin I > GO:enzyme inhibitor activity ; GO:0004857
GO:0004857	interpro2go	InterPro:IPR011061 Hirudin/antistatin > GO:enzyme inhibitor activity ; GO:0004857
GO:0004857	interpro2go	InterPro:IPR034087 Cell wall/vacuolar inhibitor of fructosidase > GO:enzyme inhibitor activity ; GO:0004857
GO:0004857	uniprotkb_kw2go	UniProtKB-KW:KW-0481 Metalloenzyme inhibitor > GO:enzyme inhibitor activity ; GO:0004857
GO:0004857	unirule2go	UniRule:UR000189790 > GO:enzyme inhibitor activity ; GO:0004857
GO:0004859	interpro2go	InterPro:IPR002388 Annexin A1 > GO:phospholipase inhibitor activity ; GO:0004859
GO:0004859	interpro2go	InterPro:IPR002389 Annexin A2 > GO:phospholipase inhibitor activity ; GO:0004859
GO:0004859	interpro2go	InterPro:IPR002390 Annexin A3 > GO:phospholipase inhibitor activity ; GO:0004859
GO:0004859	interpro2go	InterPro:IPR004126 Phospholipase A2 inhibitor, N-terminal domain > GO:phospholipase inhibitor activity ; GO:0004859
GO:0004860	interpro2go	InterPro:IPR002116 Melittin/ Api allergen > GO:protein kinase inhibitor activity ; GO:0004860
GO:0004860	interpro2go	InterPro:IPR026779 Calcium/calmodulin-dependent protein kinase II inhibitor > GO:protein kinase inhibitor activity ; GO:0004860
GO:0004860	uniprotkb_kw2go	UniProtKB-KW:KW-0649 Protein kinase inhibitor > GO:protein kinase inhibitor activity ; GO:0004860
GO:0004861	interpro2go	InterPro:IPR003175 Cyclin-dependent kinase inhibitor domain > GO:cyclin-dependent protein serine/threonine kinase inhibitor activity ; GO:0004861
GO:0004861	interpro2go	InterPro:IPR024872 HEXIM > GO:cyclin-dependent protein serine/threonine kinase inhibitor activity ; GO:0004861
GO:0004861	interpro2go	InterPro:IPR044275 Cyclin-dependent kinase inhibitor, plant > GO:cyclin-dependent protein serine/threonine kinase inhibitor activity ; GO:0004861
GO:0004861	reactome2go	Reactome:R-HSA-187934 > GO:cyclin-dependent protein serine/threonine kinase inhibitor activity ; GO:0004861
