assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
UniProt	UniProtKB:O95071	UBR5	PMID:29378950		GO:0034450	ubiquitin-ubiquitin ligase activity	IDA		UniProtKB:O95071	PANTHER:PTHR46276	20240403	GO:0043161|GO:0141198|UniProtKB:Q9H3M7|GO:0004857	NCBITaxon:9606
MGI	MGI:MGI:95805	Grb2	PMID:12354753		GO:0005091	guanyl-nucleotide exchange factor adaptor activity	IDA			PANTHER:PTHR46037	20220816	GO:0005085	NCBITaxon:10090
MGI	MGI:MGI:95805	Grb2	PMID:8479536		GO:0005091	guanyl-nucleotide exchange factor adaptor activity	IDA			PANTHER:PTHR46037	20220720	GO:0005085	NCBITaxon:10090
MGI	MGI:MGI:95805	Grb2	PMID:9199344		GO:0005091	guanyl-nucleotide exchange factor adaptor activity	IDA			PANTHER:PTHR46037	20220714	GO:0050853|GO:0005085	NCBITaxon:10090
UniProt	UniProtKB:Q14344	GNA13	PMID:10199825		GO:0003925	G protein activity	IDA		UniProtKB:Q14344	PANTHER:PTHR10218	20241114	GO:0160221|GO:0005737|GO:0005085	NCBITaxon:9606
UniProt	UniProtKB:P06241	FYN	PMID:15713798		GO:0004713	protein tyrosine kinase activity	IDA		UniProtKB:P06241	PANTHER:PTHR24418	20240630	GO:0030101|UniProtKB:Q9BZW8|GO:0005085|GO:0038023	NCBITaxon:9606
UniProt	UniProtKB:Q9UBK5	HCST	PMID:16582911		GO:0030674	protein-macromolecule adaptor activity	IDA		UniProtKB:Q9UBK5	PANTHER:PTHR21409	20240319	GO:0042267|UniProtKB:P15498|UniProtKB:P27986|UniProtKB:P62993|GO:0005085|GO:0005091|GO:0035014	NCBITaxon:9606
UniProt	UniProtKB:P62993	GRB2	PMID:25870599		GO:0030674	protein-macromolecule adaptor activity	IDA		UniProtKB:P62993	PANTHER:PTHR46037	20240815	GO:0005085	NCBITaxon:9606
UniProt	UniProtKB:Q6IAA8	LAMTOR1	PMID:31001086		GO:0043495	protein-membrane adaptor activity	IDA		UniProtKB:Q6IAA8	PANTHER:PTHR13401	20230601	GO:0031669|GO:0150032|GO:1904263|GO:0071986|GO:0005085	NCBITaxon:9606
UniProt	UniProtKB:P62993	GRB2	PMID:7539782		GO:0030674	protein-macromolecule adaptor activity	IDA		UniProtKB:P62993	PANTHER:PTHR46037	20240502	GO:0005085	NCBITaxon:9606
MGI	MGI:MGI:98296	Shc1	PMID:12483226		GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity	IDA			PANTHER:PTHR10337	20220803	GO:0048009|GO:0005091	NCBITaxon:10090
MGI	MGI:MGI:99454	Irs1	PMID:8649419		GO:0005068	transmembrane receptor protein tyrosine kinase adaptor activity	IDA			PANTHER:PTHR10614	20220720	GO:0008286|GO:0005091	NCBITaxon:10090
MGI	PR:P98083-2	mSHC1/iso:p52Shc	PMID:9199344		GO:0030674	protein-macromolecule adaptor activity	IDA				20220714	GO:0050853|GO:0005091	NCBITaxon:10090
UniProt	UniProtKB:Q9UBK5	HCST	PMID:16582911		GO:0030674	protein-macromolecule adaptor activity	IDA		UniProtKB:Q9UBK5	PANTHER:PTHR21409	20240319	GO:0042267|UniProtKB:P15498|UniProtKB:P27986|UniProtKB:P62993|GO:0005085|GO:0005091|GO:0035014	NCBITaxon:9606
UniProt	UniProtKB:Q92574	TSC1	PMID:10585443		GO:0044183	protein folding chaperone	IDA		UniProtKB:Q92574	PANTHER:PTHR15154	20240122	UniProtKB:P49815|GO:0005096	NCBITaxon:9606
UniProt	UniProtKB:Q13131	PRKAA1	PMID:14651849		GO:0004679	AMP-activated protein kinase activity	IDA		UniProtKB:Q13131	PANTHER:PTHR24343	20230614	GO:0042149|GO:1904262|UniProtKB:P49815|GO:0005096	NCBITaxon:9606
UniProt	UniProtKB:P54646	PRKAA2	PMID:14651849		GO:0004679	AMP-activated protein kinase activity	IDA		UniProtKB:P54646	PANTHER:PTHR24343	20230614	GO:0042149|GO:1904262|UniProtKB:P49815|GO:0005096	NCBITaxon:9606
UniProt	UniProtKB:Q8TF40	FNIP1	PMID:24081491		GO:0008047	enzyme activator activity	IDA		UniProtKB:Q8TF40	PANTHER:PTHR21634	20230622	GO:1904263|GO:0005765|UniProtKB:Q8NFG4|GO:0005096	NCBITaxon:9606
dictyBase	dictyBase:DDB_G0276119	cnrF	PMID:24335649		GO:0005509	calcium ion binding	IMP			PANTHER:PTHR22957	20230303	GO:0005096	NCBITaxon:44689
UniProt	UniProtKB:Q13131	PRKAA1	PMID:37079666		GO:0004679	AMP-activated protein kinase activity	IDA		UniProtKB:Q13131	PANTHER:PTHR24343	20230622	GO:0033554|GO:1904262|UniProtKB:Q8TF40|GO:0008047	NCBITaxon:9606
BHF-UCL	UniProtKB:Q96AP0	ACD	PMID:25172512		GO:0044877	protein-containing complex binding	IPI	ComplexPortal:CPX-2129	UniProtKB:Q96AP0	PANTHER:PTHR14487	20240712	GO:0010521	NCBITaxon:9606
UniProt	UniProtKB:P28222	HTR1B	PMID:29925951		GO:0001586	Gi/o-coupled serotonin receptor activity	IMP		UniProtKB:P28222	PANTHER:PTHR24247	20240619	GO:0007198|UniProtKB:P09471|GO:0003925|GO:0010854	NCBITaxon:9606
UniProt	UniProtKB:P28222	HTR1B	PMID:29925951		GO:0099589	serotonin receptor activity	IMP		UniProtKB:P28222	PANTHER:PTHR24247	20240619	GO:0007198|UniProtKB:P09471|GO:0003925|GO:0010854	NCBITaxon:9606
