assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
ARUK-UCL	MGI:MGI:1346861	Mapk8	PMID:22683681		GO:0030424	axon	IMP			PANTHER:PTHR24055	20171120	GO:0006468	NCBITaxon:10090
ARUK-UCL	MGI:MGI:1346861	Mapk8	PMID:22683681		GO:0097441	basal dendrite	IMP			PANTHER:PTHR24055	20171120	GO:0006468	NCBITaxon:10090
ARUK-UCL	MGI:MGI:1330838	Lgmn	PMID:25326800		GO:0004197	cysteine-type endopeptidase activity	IMP			PANTHER:PTHR12000	20190909	UniProtKB:P10637|GO:0010447|UBERON:0002113|UniProtKB:P10637|GO:0010447|UBERON:0000956|UBERON:0007222|GO:0006468|UniProtKB:P10637|GO:0010447|UBERON:0002421|UBERON:0007222|GO:0006468	NCBITaxon:10090
ARUK-UCL	UniProtKB:Q99538	LGMN	PMID:25326800		GO:0004197	cysteine-type endopeptidase activity	IDA		UniProtKB:Q99538	PANTHER:PTHR12000	20180308	UniProtKB:P10636|GO:0010447|UBERON:0000955|UniProtKB:P10636|GO:1904646|CL:0010012|GO:0051258|GO:0006468	NCBITaxon:9606
ARUK-UCL	MGI:MGI:95299	Eif2s1	PMID:27430620		GO:0034063	stress granule assembly	IMP			PANTHER:PTHR10602	20180309	GO:0006468|GO:0034599	NCBITaxon:10090
AgBase	UniProtKB:C0SW08	CDK1	PMID:21778139		GO:1904146	positive regulation of meiotic cell cycle process involved in oocyte maturation	IMP		UniProtKB:C0SW08	PANTHER:PTHR24056	20151107	GO:0006468	NCBITaxon:9823
MGI	MGI:MGI:1347078	Grk6	PMID:10446210		GO:0004672	protein kinase activity	IDA			PANTHER:PTHR24355	20190619	GO:0006468	NCBITaxon:10090
MGI	MGI:MGI:1194498	Haspin	PMID:25645018		GO:0035173	histone kinase activity	IMP			PANTHER:PTHR24419	20211124	GO:0006468|CL:0000023	NCBITaxon:10090
MGI	MGI:MGI:87986	Akt1	PMID:31915252		GO:0004672	protein kinase activity	IDA			PANTHER:PTHR24356	20220629	GO:0006468	NCBITaxon:10090
ParkinsonsUK-UCL	UniProtKB:Q9BXM7	PINK1	PMID:25527497		GO:0005741	mitochondrial outer membrane	IMP		UniProtKB:Q9BXM7	PANTHER:PTHR22972	20190422	GO:0006468	NCBITaxon:9606
UniProt	UniProtKB:Q14164	IKBKE	PMID:24882218		GO:0036435	K48-linked polyubiquitin modification-dependent protein binding	IMP	UniProtKB:Q9C030	UniProtKB:Q14164	PANTHER:PTHR22969	20160104	UniProtKB:Q9C030|GO:0006468|GO:0051260	NCBITaxon:9606
UniProt	UniProtKB:P31749	AKT1	PMID:26440888		GO:0004674	protein serine/threonine kinase activity	IDA		UniProtKB:P31749	PANTHER:PTHR24356	20210907	UniProtKB:Q8N884|GO:0006468|GO:0002218|GO:0140374	NCBITaxon:9606
UniProt	UniProtKB:P78527	PRKDC	PMID:33273464		GO:0004674	protein serine/threonine kinase activity	IDA		UniProtKB:P78527	PANTHER:PTHR11139	20210907	UniProtKB:Q8N884|GO:0006468|GO:0002218|GO:0140374	NCBITaxon:9606
UniProt	UniProtKB:Q96GD4	AURKB	PMID:33542149		GO:0004674	protein serine/threonine kinase activity	IDA		UniProtKB:Q96GD4	PANTHER:PTHR24350	20210907	UniProtKB:Q8N884|GO:0044839|GO:0006468|GO:0003690|GO:0061501	NCBITaxon:9606
