assigned_by	bioentity	bioentity_label	reference	qualifier	annotation_class	annotation_class_label	evidence_type	evidence_with	bioentity_isoform	panther_family	date	annotation_extension_class	taxon
TAIR	AGI_LocusCode:AT4G20380	LSD1	PMID:18055613|TAIR:Publication:501723825		GO:0010602	regulation of 1-aminocyclopropane-1-carboxylate metabolic process	IMP		TAIR:locus:2128639		20230208		NCBITaxon:3702
EcoCyc	EcoCyc:EG11274-MONOMER	TrpL	PMID:7038627		GO:0090357	regulation of L-tryptophan metabolic process	IDA		EcoCyc:EG11274-MONOMER		20130411		NCBITaxon:83333
TAIR	AGI_LocusCode:AT1G32640	MYC2	PMID:17616737|TAIR:Publication:501722779		GO:0090357	regulation of L-tryptophan metabolic process	IMP		TAIR:locus:2035609		20201106		NCBITaxon:3702
TAIR	AGI_LocusCode:AT4G34410	RRTF1	PMID:29686365|TAIR:Publication:501779623		GO:0090357	regulation of L-tryptophan metabolic process	IEP		TAIR:locus:2116224		20180511		NCBITaxon:3702
BHF-UCL	UniProtKB:P41235	HNF4A	PMID:17827783		GO:0090368	regulation of ornithine metabolic process	IMP		UniProtKB:P41235	PANTHER:PTHR24083	20240615		NCBITaxon:9606
PseudoCAP	UniProtKB:Q9HV73	cbrB	PMID:11401699		GO:0090368	regulation of ornithine metabolic process	IMP		UniProtKB:Q9HV73	PANTHER:PTHR32071	20190311		NCBITaxon:208964
Reactome	UniProtKB:Q9UMX2	OAZ3	Reactome:R-HSA-350562		GO:0090368	regulation of ornithine metabolic process	TAS		UniProtKB:Q9UMX2	PANTHER:PTHR10279	20250828		NCBITaxon:9606
Reactome	UniProtKB:P54368	OAZ1	Reactome:R-HSA-350562		GO:0090368	regulation of ornithine metabolic process	TAS		UniProtKB:P54368	PANTHER:PTHR10279	20250828		NCBITaxon:9606
Reactome	UniProtKB:O95190	OAZ2	Reactome:R-HSA-350562		GO:0090368	regulation of ornithine metabolic process	TAS		UniProtKB:O95190	PANTHER:PTHR10279	20250828		NCBITaxon:9606
SGD	SGD:S000006032	CAR1	PMID:12679340		GO:0090368	regulation of ornithine metabolic process	IDA		SGD:S000006032	PANTHER:PTHR43782	20130807		NCBITaxon:559292
SGD	SGD:S000006032	CAR1	PMID:12679340		GO:0090368	regulation of ornithine metabolic process	IMP		SGD:S000006032	PANTHER:PTHR43782	20130807		NCBITaxon:559292
AspGD	UniProtKB:G5EAX1	ANIA_00202	PMID:11810230		GO:1900081	regulation of arginine catabolic process	IMP			PANTHER:PTHR37534	20250915		NCBITaxon:227321
EcoCyc	EcoCyc:PD00194	ArgR	PMID:12003934		GO:1900081	regulation of arginine catabolic process	IEP		EcoCyc:PD00194		20170411		NCBITaxon:83333
PseudoCAP	UniProtKB:Q9HV73	cbrB	PMID:11401699		GO:1900081	regulation of arginine catabolic process	IMP		UniProtKB:Q9HV73	PANTHER:PTHR32071	20190311		NCBITaxon:208964
PseudoCAP	UniProtKB:Q9I3S2	gbuR	PMID:12029055		GO:1900081	regulation of arginine catabolic process	IMP		UniProtKB:Q9I3S2	PANTHER:PTHR30126	20190311		NCBITaxon:208964
PseudoCAP	UniProtKB:P23926	anr	PMID:1900277		GO:1900081	regulation of arginine catabolic process	IMP		UniProtKB:P23926	PANTHER:PTHR24567	20190311		NCBITaxon:208964
PseudoCAP	UniProtKB:G3XCU2	argR	PMID:9286981		GO:1900081	regulation of arginine catabolic process	IMP		UniProtKB:G3XCU2	PANTHER:PTHR43130	20190311		NCBITaxon:208964
SGD	SGD:S000004565	ARG81	PMID:10688655		GO:1900081	regulation of arginine catabolic process	IMP		SGD:S000004565	PANTHER:PTHR31069	20130807		NCBITaxon:559292
SGD	SGD:S000004645	ARG80	PMID:12138185		GO:1900081	regulation of arginine catabolic process	IMP		SGD:S000004645	PANTHER:PTHR48019	20130807		NCBITaxon:559292
UniProt	UniProtKB:P17429	areA	PMID:62492		GO:1900081	regulation of arginine catabolic process	IMP			PANTHER:PTHR10071	20251113		NCBITaxon:227321
MGI	MGI:MGI:109482	Cacna1a	PMID:1485534		GO:1901494	regulation of cysteine metabolic process	IMP	MGI:MGI:1856211	MGI:MGI:109482	PANTHER:PTHR45628	20170227	EMAPA:17544	NCBITaxon:10090
MGI	MGI:MGI:109482	Cacna1a	PMID:1485534		GO:1901494	regulation of cysteine metabolic process	IMP	MGI:MGI:1856211	MGI:MGI:109482	PANTHER:PTHR45628	20170227	EMAPA:17787	NCBITaxon:10090
MGI	MGI:MGI:109482	Cacna1a	PMID:1485534		GO:1901494	regulation of cysteine metabolic process	IMP	MGI:MGI:1856211	MGI:MGI:109482	PANTHER:PTHR45628	20170227	EMAPA:18207	NCBITaxon:10090
MGI	MGI:MGI:109482	Cacna1a	PMID:1485534		GO:1901494	regulation of cysteine metabolic process	IMP	MGI:MGI:1856211	MGI:MGI:109482	PANTHER:PTHR45628	20170227	EMAPA:32845	NCBITaxon:10090
MGI	MGI:MGI:1347355	Slc7a11	PMID:17200146		GO:1901494	regulation of cysteine metabolic process	IMP	MGI:MGI:3608695	MGI:MGI:1347355	PANTHER:PTHR11785	20180905		NCBITaxon:10090
SGD	SGD:S000005255	SKP2	PMID:20936605		GO:1901494	regulation of cysteine metabolic process	IMP		SGD:S000005255		20130807		NCBITaxon:559292
SGD	SGD:S000001248	SCH9	PMID:31582588		GO:1901494	regulation of cysteine metabolic process	IMP		SGD:S000001248	PANTHER:PTHR24356	20191018		NCBITaxon:559292
